date,close,return_1d,log_return,ma_10,price_to_ma_10,zscore_10,ma_20,price_to_ma_20,zscore_20,ma_60,price_to_ma_60,zscore_60,momentum_10,momentum_20,momentum_60,vol_20,drawdown_from_high_20,vol_60,drawdown_from_high_60,regime_vol,vol_regime
2021-04-02,106.506419,0.009768,0.00972,104.872367,0.015581,1.632626,105.4621,0.009902,0.902789,102.323287,0.040882,1.390488,0.020912,0.021433,0.093523,0.009646,-0.013051,0.008819,-0.013051,0.008819,low
2021-04-05,106.082867,-0.003977,-0.003985,105.080485,0.009539,0.988081,105.496807,0.005555,0.5033,102.465226,0.035306,1.213404,0.020011,0.006586,0.087287,0.009444,-0.016975,0.008847,-0.016975,0.008847,low
2021-04-06,105.517027,-0.005334,-0.005348,105.041647,0.004526,0.480537,105.488007,0.000275,0.02494,102.603569,0.028395,0.99547,-0.003667,-0.001665,0.085383,0.009504,-0.022219,0.008867,-0.022219,0.008867,low
2021-04-07,106.630335,0.010551,0.010496,105.221508,0.013389,1.289148,105.490577,0.010804,0.977457,102.76047,0.037659,1.341024,0.017157,0.000482,0.096836,0.009611,-0.011902,0.008941,-0.011902,0.008941,low
2021-04-08,106.407109,-0.002093,-0.002096,105.254408,0.010952,1.026746,105.476596,0.008822,0.806879,102.929831,0.033783,1.244021,0.003101,-0.002621,0.105581,0.00962,-0.013971,0.008827,-0.013971,0.008827,low
2021-04-09,104.811569,-0.014995,-0.015108,105.337745,-0.004995,-0.499381,105.363228,-0.005236,-0.50134,103.055259,0.017042,0.648908,0.008015,-0.021175,0.077356,0.010104,-0.028756,0.009001,-0.028756,0.009001,low
2021-04-12,103.416519,-0.01331,-0.013399,105.321206,-0.018085,-1.760334,105.138315,-0.016376,-1.701337,103.141903,0.002663,0.104317,-0.001597,-0.041683,0.05293,0.010229,-0.03014,0.009125,-0.041683,0.009125,low
2021-04-13,102.30221,-0.010775,-0.010833,105.170911,-0.027277,-2.120757,104.950156,-0.025231,-2.280685,103.208351,-0.00878,-0.354079,-0.014479,-0.03548,0.040552,0.009847,-0.04059,0.009247,-0.052009,0.009247,low
2021-04-14,102.934947,0.006185,0.006166,105.008518,-0.019747,-1.377533,104.812882,-0.017917,-1.530505,103.262696,-0.003174,-0.130172,-0.015531,-0.025979,0.032714,0.009985,-0.034656,0.009117,-0.046146,0.009117,low
2021-04-15,103.131649,0.001911,0.001909,104.774065,-0.015676,-1.030283,104.714133,-0.015112,-1.238435,103.31064,-0.001733,-0.071962,-0.022228,-0.01879,0.028693,0.00996,-0.032811,0.009093,-0.044323,0.009093,low
2021-04-16,104.01053,0.008522,0.008486,104.524476,-0.004917,-0.343611,104.698421,-0.00657,-0.535568,103.390041,0.006001,0.255167,-0.023434,-0.003012,0.048003,0.010043,-0.024569,0.009044,-0.036179,0.009044,low
2021-04-19,103.499327,-0.004915,-0.004927,104.266122,-0.007354,-0.537831,104.673304,-0.011216,-0.901271,103.453255,0.000445,0.019326,-0.024354,-0.00483,0.03804,0.010078,-0.029363,0.00906,-0.040916,0.00906,low
2021-04-20,103.717161,0.002105,0.002102,104.086136,-0.003545,-0.269537,104.563891,-0.008098,-0.658272,103.538783,0.001723,0.077613,-0.017058,-0.020662,0.052053,0.009169,-0.02732,0.008927,-0.038897,0.008927,low
2021-04-21,104.519606,0.007737,0.007707,103.875063,0.006205,0.588169,104.548286,-0.000274,-0.022321,103.619941,0.008682,0.400761,-0.019795,-0.002977,0.048865,0.009106,-0.019795,0.008879,-0.031461,0.008879,low
2021-04-22,104.153161,-0.003506,-0.003512,103.649668,0.004858,0.700454,104.452038,-0.002861,-0.241444,103.695653,0.004412,0.209465,-0.021182,-0.018147,0.045605,0.008701,-0.023231,0.008895,-0.034857,0.008895,low
2021-04-23,104.74657,0.005697,0.005681,103.643168,0.010646,1.557394,104.490456,0.002451,0.207465,103.784604,0.009269,0.454744,-0.00062,0.00739,0.053687,0.007638,-0.017666,0.00891,-0.029358,0.00891,low
2021-04-26,103.938638,-0.007713,-0.007743,103.69538,0.002346,0.34305,104.508293,-0.005451,-0.465493,103.873243,0.00063,0.032604,0.005049,0.003444,0.053928,0.007792,-0.025243,0.008906,-0.036845,0.008906,low
2021-04-27,103.507498,-0.004148,-0.004157,103.815909,-0.002971,-0.565211,104.49341,-0.009435,-0.798958,103.930072,-0.004066,-0.217222,0.011782,-0.002868,0.034064,0.007834,-0.029287,0.008738,-0.04084,0.008738,low
2021-04-28,103.055039,-0.004371,-0.004381,103.827918,-0.007444,-1.466169,104.418218,-0.013055,-1.070907,103.982117,-0.008916,-0.493569,0.001167,-0.014383,0.031248,0.007695,-0.03353,0.008756,-0.045033,0.008756,low
2021-04-29,101.607071,-0.01405,-0.01415,103.67546,-0.019951,-2.473308,104.224763,-0.025116,-1.888142,104.018237,-0.02318,-1.33197,-0.014783,-0.036682,0.021794,0.007896,-0.047109,0.008927,-0.058451,0.008927,low
2021-04-30,102.22301,0.006062,0.006044,103.496708,-0.012307,-1.367787,104.010592,-0.017187,-1.326413,104.071281,-0.01776,-1.082577,-0.017186,-0.040217,0.032135,0.007662,-0.041333,0.008938,-0.052743,0.008938,low
2021-05-03,101.669156,-0.005418,-0.005433,103.313691,-0.015918,-1.521901,103.789907,-0.020433,-1.569015,104.104184,-0.02339,-1.484465,-0.017683,-0.041606,0.019802,0.007687,-0.046527,0.008935,-0.057875,0.008935,low
2021-05-04,101.704739,0.00035,0.00035,103.112449,-0.013652,-1.202798,103.599292,-0.018287,-1.38958,104.130044,-0.023291,-1.526034,-0.019403,-0.03613,0.015492,0.007667,-0.046193,0.008918,-0.057546,0.008918,low
2021-05-05,102.313626,0.005987,0.005969,102.891851,-0.00562,-0.530753,103.383457,-0.010348,-0.892903,104.157428,-0.017702,-1.195008,-0.021106,-0.040483,0.016321,0.007357,-0.03847,0.008926,-0.051903,0.008926,low
2021-05-06,102.883907,0.005574,0.005558,102.764925,0.001158,0.118292,103.207297,-0.003133,-0.330079,104.185283,-0.012491,-0.865218,-0.012186,-0.033111,0.016513,0.007542,-0.018392,0.008928,-0.046619,0.008928,low
2021-05-07,103.729428,0.008218,0.008185,102.663211,0.010386,1.272844,103.15319,0.005586,0.628017,104.18297,-0.004353,-0.301418,-0.009711,-0.010325,-0.001336,0.007176,-0.009711,0.008334,-0.038784,0.008334,low
2021-05-10,103.627634,-0.000981,-0.000982,102.632111,0.0097,1.253192,103.163745,0.004497,0.503283,104.187037,-0.005369,-0.372227,-0.002992,0.002041,0.002361,0.006551,-0.010682,0.008313,-0.039727,0.008313,low
2021-05-11,103.123206,-0.004868,-0.00488,102.593681,0.005161,0.697066,103.204795,-0.000791,-0.090606,104.192915,-0.010267,-0.714097,-0.003713,0.008025,0.003431,0.006176,-0.015498,0.008301,-0.044401,0.008301,low
2021-05-12,103.045211,-0.000756,-0.000757,102.592699,0.004411,0.596151,103.210308,-0.0016,-0.183616,104.213797,-0.011213,-0.793392,-9.5e-05,0.001071,0.012309,0.006035,-0.016243,0.008207,-0.045124,0.008207,low
2021-05-13,100.999929,-0.019848,-0.020048,102.531984,-0.014942,-1.794332,103.103722,-0.020405,-2.061865,104.187664,-0.030596,-2.103874,-0.005975,-0.02067,-0.015288,0.00741,-0.035769,0.008542,-0.064077,0.008542,low
2021-05-14,99.281025,-0.017019,-0.017165,102.237786,-0.02892,-2.274566,102.867247,-0.034863,-2.771206,104.109218,-0.046376,-2.943701,-0.02878,-0.045471,-0.045262,0.007845,-0.052179,0.008609,-0.080005,0.008609,low
2021-05-17,97.737183,-0.01555,-0.015672,101.844589,-0.04033,-2.186646,102.57914,-0.047202,-2.849396,104.007063,-0.060283,-3.422803,-0.038674,-0.055673,-0.059011,0.008349,-0.066918,0.008815,-0.094311,0.008815,low
2021-05-18,96.593853,-0.011698,-0.011767,101.3335,-0.046773,-1.931373,102.222974,-0.055067,-2.657385,103.902876,-0.070345,-3.550392,-0.050252,-0.06868,-0.060783,0.008482,-0.077833,0.008849,-0.104906,0.008849,low
2021-05-19,97.077769,0.00501,0.004997,100.809915,-0.037022,-1.366145,101.850883,-0.046864,-2.052378,103.823289,-0.064971,-3.035553,-0.051175,-0.0712,-0.046883,0.00832,-0.073213,0.00881,-0.100422,0.00881,low
2021-05-20,96.047864,-0.010609,-0.010666,100.12631,-0.040733,-1.37224,101.445618,-0.053208,-2.091095,103.71289,-0.073906,-3.152602,-0.066444,-0.077821,-0.064516,0.008457,-0.083045,0.008823,-0.109965,0.008823,low
2021-05-21,95.632116,-0.004329,-0.004338,99.316579,-0.037098,-1.235084,100.989895,-0.053053,-1.94341,103.579887,-0.076731,-3.00788,-0.078062,-0.087014,-0.07702,0.008159,-0.079918,0.00873,-0.113818,0.00873,low
2021-05-24,97.154203,0.015916,0.015791,98.669236,-0.015355,-0.56901,100.650673,-0.034739,-1.25304,103.460611,-0.060955,-2.280554,-0.062468,-0.065273,-0.068608,0.009247,-0.063388,0.008948,-0.099714,0.008948,low
2021-05-25,96.759089,-0.004067,-0.004075,98.032824,-0.012993,-0.565944,100.313253,-0.035431,-1.254896,103.348234,-0.063757,-2.275813,-0.061714,-0.065197,-0.065145,0.009247,-0.067197,0.008915,-0.103375,0.008915,low
2021-05-26,97.638752,0.009091,0.00905,97.492178,0.001503,0.097151,100.042439,-0.024027,-0.853574,103.245359,-0.054304,-1.878088,-0.052467,-0.052557,-0.059459,0.009628,-0.058717,0.008995,-0.095223,0.008995,low
2021-05-27,96.570281,-0.010943,-0.011003,97.049214,-0.004935,-0.495421,99.790599,-0.032271,-1.114639,103.121906,-0.063533,-2.111199,-0.043858,-0.049571,-0.071238,0.009467,-0.069018,0.009078,-0.105124,0.009078,low
2021-05-28,96.351773,-0.002263,-0.002265,96.756288,-0.004181,-0.640168,99.497037,-0.031612,-1.075265,102.98991,-0.064454,-2.06289,-0.029505,-0.057436,-0.075953,0.009262,-0.071124,0.009064,-0.107149,0.009064,low
2021-05-31,95.278629,-0.011138,-0.0112,96.510433,-0.012763,-1.814282,99.177511,-0.039312,-1.2919,102.821408,-0.073358,-2.251674,-0.025155,-0.062856,-0.095932,0.009422,-0.08147,0.009013,-0.117094,0.009013,low
2021-06-01,94.910765,-0.003861,-0.003868,96.342124,-0.014857,-1.725856,98.837812,-0.039732,-1.268539,102.641704,-0.07532,-2.222969,-0.017424,-0.066801,-0.102015,0.009388,-0.085016,0.008998,-0.120503,0.008998,low
2021-06-02,95.891835,0.010337,0.010284,96.223531,-0.003447,-0.414641,98.516723,-0.026644,-0.860259,102.463585,-0.064137,-1.85403,-0.012216,-0.062766,-0.100274,0.009649,-0.075558,0.009038,-0.111411,0.009038,low
2021-06-03,93.943448,-0.020319,-0.020528,96.013089,-0.021556,-1.962259,98.0697,-0.042075,-1.360194,102.251197,-0.081248,-2.266837,-0.02191,-0.086899,-0.119446,0.010113,-0.094341,0.009339,-0.129466,0.009339,low
2021-06-04,94.453351,0.005428,0.005413,95.895213,-0.015036,-1.251519,97.605896,-0.032299,-1.111835,102.040771,-0.074357,-2.026936,-0.012326,-0.089426,-0.117909,0.009955,-0.088531,0.009359,-0.124741,0.009359,low
2021-06-07,94.742141,0.003057,0.003053,95.654006,-0.009533,-0.817699,97.161621,-0.024902,-0.953457,101.821227,-0.069525,-1.873533,-0.024827,-0.085744,-0.122065,0.010067,-0.081272,0.009295,-0.11149,0.009295,low
2021-06-08,94.087867,-0.006906,-0.00693,95.386884,-0.013618,-1.141341,96.709854,-0.027112,-1.180808,101.621602,-0.074135,-1.949528,-0.027607,-0.087617,-0.112926,0.010081,-0.086926,0.00911,-0.117626,0.00911,low
2021-06-09,92.487769,-0.017006,-0.017153,94.871786,-0.025129,-2.041685,96.181982,-0.038409,-1.964439,101.401724,-0.087907,-2.228416,-0.052756,-0.102454,-0.124835,0.010395,-0.084279,0.00931,-0.132632,0.00931,low
2021-06-10,92.586372,0.001066,0.001066,94.473395,-0.019974,-1.573304,95.761304,-0.033155,-1.882232,101.193053,-0.085052,-2.085961,-0.041254,-0.083303,-0.11912,0.009923,-0.067431,0.00931,-0.131707,0.00931,low
2021-06-11,92.018353,-0.006135,-0.006154,94.040053,-0.021498,-1.650342,95.398171,-0.035429,-2.021828,100.987946,-0.088818,-2.101276,-0.044975,-0.073153,-0.117963,0.0095,-0.058512,0.009299,-0.137034,0.009299,low
2021-06-14,92.294095,0.002997,0.002992,93.7416,-0.015441,-1.157809,95.126016,-0.02977,-1.654819,100.79282,-0.084319,-1.934952,-0.031324,-0.055691,-0.112571,0.009203,-0.054739,0.00932,-0.134448,0.00932,low
2021-06-15,92.336765,0.000462,0.000462,93.4842,-0.012274,-0.919439,94.913162,-0.027145,-1.448289,100.566676,-0.081835,-1.840424,-0.02712,-0.044072,-0.12812,0.008995,-0.054302,0.008946,-0.134048,0.008946,low
2021-06-16,94.147597,0.019611,0.019421,93.309776,0.008979,0.841469,94.766653,-0.006532,-0.361155,100.388607,-0.062169,-1.383534,-0.01819,-0.030184,-0.101917,0.010079,-0.035756,0.009312,-0.117066,0.009312,low
2021-06-17,93.896346,-0.002669,-0.002672,93.305066,0.006337,0.59559,94.659077,-0.008058,-0.44926,100.185578,-0.062776,-1.390072,-0.000501,-0.0224,-0.114838,0.009866,-0.038329,0.009141,-0.119422,0.009141,low
2021-06-18,92.768718,-0.012009,-0.012082,93.136602,-0.00395,-0.398065,94.515908,-0.018486,-1.009886,99.998753,-0.072301,-1.57352,-0.017836,-0.029942,-0.107806,0.010131,-0.049878,0.008941,-0.129997,0.008941,low
2021-06-21,92.987103,0.002354,0.002351,92.961098,0.00028,0.034511,94.307552,-0.014002,-0.800844,99.822173,-0.068472,-1.467735,-0.018524,-0.042892,-0.102284,0.00937,-0.047641,0.008953,-0.127949,0.008953,low
2021-06-22,93.251558,0.002844,0.00284,92.877468,0.004028,0.562526,94.132176,-0.009355,-0.563399,99.64628,-0.064174,-1.35994,-0.008889,-0.03625,-0.101667,0.00942,-0.044933,0.008958,-0.125469,0.008958,low
2021-06-23,94.803944,0.016647,0.01651,93.109085,0.018203,1.964208,93.990436,0.008655,0.601235,99.483697,-0.04704,-0.996078,0.025043,-0.029034,-0.093296,0.009984,-0.018291,0.009193,-0.11091,0.009193,low
2021-06-24,95.777936,0.010274,0.010221,93.428242,0.02515,2.039254,93.950818,0.019448,1.41975,99.32206,-0.035683,-0.761216,0.034471,-0.008205,-0.091947,0.010043,-0.005956,0.009223,-0.101776,0.009223,low
2021-06-25,96.20822,0.004493,0.004482,93.847228,0.025158,1.797035,93.943641,0.024106,1.77774,99.150423,-0.029674,-0.642822,0.045533,-0.00149,-0.096691,0.010087,0.0,0.00914,-0.097741,0.00914,low
2021-06-28,97.932106,0.017918,0.01776,94.411029,0.037295,2.09097,94.076314,0.040986,2.536166,99.014577,-0.010932,-0.241119,0.061087,0.02785,-0.076834,0.010466,0.0,0.009471,-0.081574,0.009471,low
2021-06-29,96.564317,-0.013967,-0.014065,94.833785,0.018248,1.055055,94.158992,0.025545,1.497711,98.865365,-0.023275,-0.520718,0.045784,0.017422,-0.084846,0.010943,-0.013967,0.009596,-0.094401,0.009596,low
2021-06-30,95.844996,-0.007449,-0.007477,95.003524,0.008857,0.510526,94.15665,0.017931,1.05291,98.68561,-0.028784,-0.657904,0.018029,-0.000488,-0.101147,0.010864,-0.021312,0.009497,-0.099261,0.009497,low
2021-07-01,94.804166,-0.01086,-0.010919,95.094306,-0.003051,-0.180289,94.199686,0.006417,0.375746,98.492227,-0.037445,-0.872629,0.009668,0.009162,-0.109043,0.01015,-0.03194,0.009569,-0.09548,0.009569,low
2021-07-02,94.380609,-0.004468,-0.004478,95.255495,-0.009185,-0.607505,94.196049,0.001959,0.114758,98.318378,-0.040051,-0.942702,0.017375,-0.00077,-0.099521,0.010139,-0.036265,0.009422,-0.098962,0.009422,low
2021-07-05,92.852796,-0.016188,-0.01632,95.242065,-0.025086,-1.634595,94.101582,-0.013271,-0.76671,98.142316,-0.053896,-1.26509,-0.001444,-0.019942,-0.102147,0.010702,-0.051866,0.009488,-0.113548,0.009488,low
2021-07-06,93.581921,0.007852,0.007822,95.275101,-0.017771,-1.192842,94.076284,-0.005255,-0.302789,97.996978,-0.045053,-1.054827,0.003543,-0.005377,-0.08524,0.010775,-0.04442,0.009493,-0.106587,0.009493,low
2021-07-07,93.351369,-0.002464,-0.002467,95.129844,-0.018695,-1.162224,94.119464,-0.008161,-0.47969,97.837252,-0.04585,-1.073964,-0.015322,0.009337,-0.093103,0.010086,-0.046775,0.009441,-0.108788,0.009441,low
2021-07-08,91.736548,-0.017298,-0.01745,94.725705,-0.031556,-1.648544,94.076973,-0.024878,-1.416869,97.647333,-0.060532,-1.410376,-0.042195,-0.009179,-0.110491,0.010804,-0.063264,0.009641,-0.124205,0.009641,low
2021-07-09,90.643471,-0.011915,-0.011987,94.16923,-0.037441,-1.676133,94.008229,-0.035792,-1.910634,97.424549,-0.069603,-1.613766,-0.057841,-0.014941,-0.128516,0.011029,-0.074425,0.009628,-0.13464,0.009628,low
